url,title,best_answer_1,best_answer_2,best_answer_3
https://stackoverflow.com/questions/41795137/wheres-the-location-of-the-eclipse-ini-file/41795234,Wheres the location of the eclipse.ini file?,b'<p>It should be right beside the executable.</p>\n<p><a href=https://i.stack.imgur.com/4H8ud.png rel=noreferrer><img alt=enter image description here src=https://i.stack.imgur.com/4H8ud.png/></a></p>',b'<p><a href=https://i.stack.imgur.com/mJEHN.png rel=noreferrer><img alt=enter image description here src=https://i.stack.imgur.com/mJEHN.png/></a></p>\n<p><strong>For MacOs Users</strong>: </p>\n<ul>\n<li>Search for Eclipse in finder.</li>\n<li>Right-click or secondary click or Control-click on Eclipse App as shown on the picture. Click on Show package contents</li>\n<li>you can find the eclipse.ini under Contents&gt;Eclipse folder.</li>\n</ul>\n<p><a href=https://i.stack.imgur.com/RrxAp.png rel=noreferrer><img alt=enter image description here src=https://i.stack.imgur.com/RrxAp.png/></a></p>',"b'<h2>In Linux</h2>\n<p>I give you three possible methods:</p>\n<ul>\n<li><p>The most effective method is using the command <code>locate</code>. Write in terminal</p>\n<p><code>locate eclipse.ini</code></p>\n</li>\n<li><p>Apart from that, as said in @JoeC answer, it should be in the same\ndirectory as the <code>eclipse</code> <strong>executable</strong>. A link to the <code>eclipse</code>\nexecutable is found in <code>/usr/bin</code> , therefore typing in terminal\nfollowing command will show you the directory of the executable</p>\n<p><code>ls -l /usr/bin | grep eclipse</code></p>\n</li>\n<li><p>The last option is to find the executable directory by following the icon in your <em>Menu Editor</em> (but I think that depends highly on your Linux flavour)</p>\n</li>\n</ul>'"
https://stackoverflow.com/questions/680929/how-to-extract-extension-from-filename-string-in-javascript/680982,How to extract extension from filename string in Javascript?,"b'<p>A variant that works with all of the following inputs:</p>\n<ul>\n<li><code>file.name.with.dots.txt</code></li>\n<li><code>file.txt</code></li>\n<li><code>file</code></li>\n<li><code></code></li>\n<li><code>null</code></li>\n<li><code>undefined</code></li>\n</ul>\n<p>would be:</p>\n<pre><code>var re = /(?:\\.([^.]+))?$/;\n\nvar ext = re.exec(file.name.with.dots.txt)[1];   // txt\nvar ext = re.exec(file.txt)[1];                  // txt\nvar ext = re.exec(file)[1];                      // undefined\nvar ext = re.exec()[1];                          // undefined\nvar ext = re.exec(null)[1];                        // undefined\nvar ext = re.exec(undefined)[1];                   // undefined\n</code></pre>\n<p>Explanation</p>\n<pre>\n(?:         # begin non-capturing group\n  \\.        #   a dot\n  (         #   begin capturing group (captures the actual extension)\n    [^.]+   #     anything except a dot, multiple times\n  )         #   end capturing group\n)?          # end non-capturing group, make it optional\n$           # anchor to the end of the string\n</pre>'",b'<p>I personally prefer to split the string by <code>.</code> and just return the last array element :)</p>\n<pre><code>var fileExt = filename.split(.).pop();\n</code></pre>\n<p>If there is no <code>.</code> in <em>filename</em> you get the entire string back.</p>\n<p><strong>Examples:</strong></p>\n<pre><code>some_value                                   =&gt; some_value\n.htaccess                                    =&gt; htaccess\n../images/something.cool.jpg                 =&gt; jpg\nhttp://www.w3schools.com/jsref/jsref_pop.asp =&gt; asp\nhttp://stackoverflow.com/questions/680929    =&gt; com/questions/680929\n</code></pre>',"b'<p>Use the <code>lastIndexOf</code> method to find the last period in the string, and get the part of the string after that:</p>\n<pre><code>var ext = fileName.substr(fileName.lastIndexOf(.) + 1);\n</code></pre>'"
https://stackoverflow.com/questions/939465/what-does-the-term-legacy-database-mean,definition - What does the term legacy database mean?,"b'<p>In the general context, it can refer to any of the older database technologies.</p>\n<p>In a more specific context, it can refer to a database system that was inherited by a team from previous project owners.</p>'",b'<p><b>legacy</b>: anything from the past that keeps coming around to haunt you.</p>',"b'<p>A legacy database is generally something that you will have to inherit and base some of your design decisions around. Most companies that put out work may already have some other (usually horrible) solution and you need to give them a bigger and better product...</p>\n<p><strong>BUT</strong></p>\n<p>It has to work with all of their old legacy data. The company is not going to want to manage two different applications just so they can keep all their old records. You will need to develop your solution to be able to migrate the data from the legacy system over into your system. This can have a massive impact on the overall design of the new database, because it cannot stray too far from the previous without introducing a lot of problems in terms of data integrity.</p>'"
https://stackoverflow.com/questions/24457408/openssl-command-to-check-if-a-server-is-presenting-a-certificate,ssl - OpenSSL Command to check if a server is presenting a certificate,b'<p>I was debugging an SSL issue today which resulted in the same <code>write:errno=104</code> error. Eventually I found out that the reason for this behaviour was that the server <strong>required SNI</strong> (<code>servername</code> TLS extensions) to work correctly. Supplying the <code>-servername</code> option to openssl made it connect successfully:</p>\n<pre><code>openssl s_client -connect domain.tld:443 -servername domain.tld\n</code></pre>\n<p>Hope this helps.</p>',"b'<pre><code>15841:error:140790E5:SSL routines:SSL23_WRITE:ssl handshake failure:s23_lib.c:188:\n...\nSSL handshake has read 0 bytes and written 121 bytes\n</code></pre>\n<p>This is a handshake failure. The other side closes the connection without sending any data (read 0 bytes). It might be, that the other side does not speak SSL at all. But Ive seen similar errors on broken SSL implementation, which do not understand newer SSL version. Try if you get a SSL connection by adding <code>-ssl3</code> to the command line of s_client.</p>'",b'<p>I encountered the <code>write:errno=104</code> attempting to test connecting to an SSL-enabled RabbitMQ broker port with openssl s_client.</p>\n<p>The issue turned out to be simply that the user RabbitMQ was running as did not have read permissions on the certificate file. There was little-to-no useful logging in RabbitMQ. </p>'
https://stackoverflow.com/questions/14940743/selecting-excluding-sets-of-columns-in-pandas,python - Selecting/excluding sets of columns in pandas,"b'<p>You can either Drop the columns you do not need OR Select the ones you need</p>\n<pre><code># Using DataFrame.drop\ndf.drop(df.columns[[1, 2]], axis=1, inplace=True)\n\n# drop by Name\ndf1 = df1.drop([B, C], axis=1)\n\n# Select the ones you want\ndf1 = df[[a,d]]\n</code></pre>'","b'<p>There is a new index method called <a href=http://pandas.pydata.org/pandas-docs/stable/generated/pandas.Index.difference.html rel=noreferrer><code>difference</code></a>. It returns the original columns, with the columns passed as argument removed. </p>\n<p>Here, the result is used to remove columns <code>B</code> and <code>D</code> from <code>df</code>:</p>\n<pre><code>df2 = df[df.columns.difference([B, D])]\n</code></pre>\n<p>Note that its a set-based method, so duplicate column names will cause issues, and the column order may be changed.</p>\n<hr/>\n<p><strong>Advantage</strong> over <code>drop</code>: you dont create a copy of the entire dataframe when you only need the list of columns. For instance, in order to drop duplicates on a subset of columns:</p>\n<pre><code># may create a copy of the dataframe\nsubset = df.drop([B, D], axis=1).columns\n\n# does not create a copy the dataframe\nsubset = df.columns.difference([B, D])\n\ndf = df.drop_duplicates(subset=subset)\n</code></pre>'","b'<p><strong>Another option, without dropping or filtering in a loop:</strong></p>\n<pre><code>import numpy as np\nimport pandas as pd\n\n# Create a dataframe with columns A,B,C and D\ndf = pd.DataFrame(np.random.randn(100, 4), columns=list(ABCD))\n\n# include the columns you want\ndf[df.columns[df.columns.isin([A, B])]]\n\n# or more simply include columns:\ndf[[A, B]]\n\n# exclude columns you dont want\ndf[df.columns[~df.columns.isin([C,D])]]\n\n# or even simpler since 0.24\n# with the caveat that it reorders columns alphabetically \ndf[df.columns.difference([C, D])]\n</code></pre>'"
https://stackoverflow.com/questions/21247776/java-swing-how-to-smoothly-animate-move-component,Java Swing: how to smoothly animate/move component,"b'<p>You are entering a tricky area for the Swing library. However, nothing is impossible. You can create such animation using Timer, but I really recommend you do not do it. So you can move components as best as possible, I suggest you make use of the <a href=https://java.net/projects/timingframework/pages/Home rel=nofollow noreferrer>Timing Framework</a> library.</p>\n<p>But be aware: Move components is not something that should be made without study. Swing layouts were developed so that the components are placed in a specific order. If you manipulate the values \xe2\x80\x8b\xe2\x80\x8bof dimensions and positioning of components, you will be breaking the functionality of the layouts, and your program is likely to behave in strange ways. Ive had cases where I developed an application in Swing without the use of layout. In an operating system, my program seemed to work properly, but porting it to other systems, everything went into disarray. Therefore, you need to stay tuned and perform many tests before launching an application in Swing that has such customizations.</p>\n<p>This was one reason that the JavaFX technology came into our hands. With such technology, we can concern ourselves with less stuff (deploy the application in different programs) and do much more (including the one youre having trouble). Consider migrating to this technology. So you see what JavaFX can do, download the demo program <a href=https://www.oracle.com/technetwork/java/javase/overview/javafx-samples-2158687.html rel=nofollow noreferrer>Ensemble</a>. If you gain interest in this technology, I suggest you start learning it <a href=https://docs.oracle.com/javase/8/javase-clienttechnologies.htm rel=nofollow noreferrer>here</a>. If you dont want to download the demo, you can also find <a href=https://www.youtube.com/watch?v=_oKPhXSH0ZI rel=nofollow noreferrer>videos</a> on the internet that demonstrate how it works.</p>\n<p>If this alternative is too laborious for you, check out the link I gave you about the Timing Framework library. There you will find examples of Java code that make smooth animations on various Swing things with a high performance. To learn how to use this library, I suggest you to get the book <a href=http://filthyrichclients.org/ rel=nofollow noreferrer>Filthy Rich Clients</a>, written by Chet Haase and Romain Guy. Although the book is out of date and things have been changed in the library code, you can get updated on the <a href=https://java.net/projects/timingframework/pages/Home rel=nofollow noreferrer>library website</a>. As I said earlier, download the library, and also download the code samples. With time, you will end up doing what you want in the best possible way.</p>\n<p>I hope you can accomplish what you want. Good luck. :)</p>'","b'<p>Here is a method I made for animating JComponents using timers.</p>\n<pre><code>private void animate(JComponent component, Point newPoint, int frames, int interval) {\n    Rectangle compBounds = component.getBounds();\n\n    Point oldPoint = new Point(compBounds.x, compBounds.y),\n          animFrame = new Point((newPoint.x - oldPoint.x) / frames,\n                                (newPoint.y - oldPoint.y) / frames);\n\n    new Timer(interval, new ActionListener() {\n        int currentFrame = 0;\n        public void actionPerformed(ActionEvent e) {\n            component.setBounds(oldPoint.x + (animFrame.x * currentFrame),\n                                oldPoint.y + (animFrame.y * currentFrame),\n                                compBounds.width,\n                                compBounds.height);\n\n            if (currentFrame != frames)\n                currentFrame++;\n            else\n                ((Timer)e.getSource()).stop();\n        }\n    }).start();\n}\n</code></pre>'",
https://stackoverflow.com/questions/25821579/transactionrequiredexception-executing-an-update-delete-query,java - TransactionRequiredException Executing an update/delete query,"b'<p>I am not sure if this will help your situation (that is if it stills exists), however, after scouring the web for a similar issue.</p>\n<p>I was creating a native query from a persistence EntityManager to perform an update.</p>\n<pre><code>Query query = entityManager.createNativeQuery(queryString);\n</code></pre>\n<p>I was receiving the following error:</p>\n<blockquote>\n<p>caused by: javax.persistence.TransactionRequiredException: Executing\n  an update/delete query</p>\n</blockquote>\n<p>Many solutions suggest adding @Transactional to your method.\nJust doing this did not change the error.</p>\n<p>Some solutions suggest asking the EntityManager for a <code>EntityTransaction</code> so that you can call begin and commit yourself.\nThis throws another error:</p>\n<blockquote>\n<p>caused by: java.lang.IllegalStateException: Not allowed to create\n  transaction on shared EntityManager - use Spring transactions or EJB\n  CMT instead</p>\n</blockquote>\n<p>I then tried a method which most sites say is for use application managed entity managers and not container managed (which I believe Spring is) and that was <code>joinTransaction()</code>.</p>\n<p>Having <code>@Transactional</code> decorating the method and then calling <code>joinTransaction()</code> on EntityManager object just prior to calling <code>query.executeUpdate()</code> and my native query update worked.</p>\n<p>I hope this helps someone else experiencing this issue.</p>'","b'<p>In my case, I had the wrong <code>@Transactional</code> imported. </p>\n<p>The correct one is:</p>\n<pre class=lang-java prettyprint-override><code>import org.springframework.transaction.annotation.Transactional;\n</code></pre>\n<p>and <em>not</em> </p>\n<pre class=lang-java prettyprint-override><code>import javax.transaction.Transactional;\n</code></pre>'",b'<p>as form the configuration xml it is clear that you are going to use spring based transaction. Please make sure that the import which you are using for @Transactional is <strong>org.springframework.transaction.annotation.Transactional</strong></p>\n<p>in your case it might be <strong>javax.transaction.Transactional</strong></p>'
https://stackoverflow.com/questions/2910771/a-page-can-have-only-one-server-side-form-tag,asp.net - a page can have only one server-side form tag,b'<p>I think you did like this:</p>\n<pre><code>&lt;asp:Content ID=Content2 ContentPlaceHolderID=MasterContent runat=server&gt;\n  &lt;form id=form1 runat=server&gt;\n\n &lt;/form&gt;\n&lt;/asp:Content&gt;\n</code></pre>\n<p>The form tag isnt needed. because you already have the same tag in the master page. </p>\n<p>So you just remove that and it should be working. </p>',b'<p>It sounds like you have a form tag in a Master Page and in the Page that is throwing the error.</p>\n<p>You can have only one.</p>',"b'<p>Does your page contain these</p>\n<pre><code>&lt;asp:Content ID=Content1 ContentPlaceHolderID=ContentPlaceHolder1\nRunat=Server&gt;\n&lt;/asp:content&gt;\n</code></pre>\n<p>tags, and are all your controls inside these? You should only have the Form\ntags in the MasterPage.</p>\n<hr/>\n<p>Here are some of my\nunderstanding and suggestion:</p>\n<p>Html  element can be put in the body of html pages and html page does\nsupport multiple  elements, however they can not be nested each\nother, you can find the detailed description from the W3C html\nspecification:</p>\n<h1>The FORM element</h1>\n<p><a href=http://www.w3.org/MarkUp/html3/forms.html rel=nofollow noreferrer>http://www.w3.org/MarkUp/html3/forms.html</a></p>\n<p>And as for ASP.NET web form page, it is based on a single server-side form\nelement which contains all the controls inside it, so generally we do not\nrecommend that we put multiple  elements. However, this is still\nsupported in ASP.NET page(master page) and I think the problem in your\nmaster page should be caused by the unsupported nested  element, and\nmultiple  in the same level should be ok. e.g:</p>\n<p>In addition, if what you want to do through multiple forms is just make our\npage posting to multiple pages, I think you can consider using the new\nfeature for cross-page posting in ASP.NET 2.0. This can help us use button\ncontrols to postback to different pages without having multpile forms on\nthe page:</p>\n<h1>Cross-Page Posting in ASP.NET Web Pages</h1>\n<p><a href=http://msdn2.microsoft.com/en-us/lib...39(VS.80).aspx rel=nofollow noreferrer>http://msdn2.microsoft.com/en-us/lib...39(VS.80).aspx</a></p>\n<p><a href=http://msdn2.microsoft.com/en-us/lib...40(VS.80).aspx rel=nofollow noreferrer>http://msdn2.microsoft.com/en-us/lib...40(VS.80).aspx</a></p>'"
https://stackoverflow.com/questions/4188605/what-is-cavalrylogger-and-do-i-need-it,javascript - What is CavalryLogger and do I need it?,"b'<p>Okay so I had a look over the beautified version of this minified code and have noted the following:</p>\n<p>By itself these are a bunch of utility functions.</p>\n<p>CavalryLogger doesnt do anything with this file by itself because it doesnt exist, nor is it defined.</p>\n<p>The code in question regarding key binding:</p>\n<pre><code>function KeyEventController() {\n  copy_properties(this, {\n    handlers: {}\n  });\n  document.onkeyup = this.onkeyevent.bind(this, onkeyup);\n  document.onkeydown = this.onkeyevent.bind(this, onkeydown);\n  document.onkeypress = this.onkeyevent.bind(this, onkeypress);\n}\ncopy_properties(KeyEventController, {\n  instance: null,\n  getInstance: function () {\n    return KeyEventController.instance || (KeyEventController.instance = new KeyEventController());\n  },\n  defaultFilter: function (event, a) {\n    event = $E(event);\n    return KeyEventController.filterEventTypes(event, a) &amp;&amp; KeyEventController.filterEventTargets(event, a) &amp;&amp; KeyEventController.filterEventModifiers(event, a);\n  },\n  filterEventTypes: function (event, a) {\n    if (a === onkeydown) return true;\n    return false;\n  },\n  filterEventTargets: function (event, b) {\n    var a = $E(event).getTarget();\n    if (DOM.isNode(a, [input, select, textarea, object, embed])) if (a.type != checkbox &amp;&amp; a.type != radio &amp;&amp; a.type != submit) return false;\n    return a.getAttribute(contentEditable) != true;\n  },\n  filterEventModifiers: function (event, a) {\n    if (event.ctrlKey || event.altKey || event.metaKey || event.repeat) return false;\n    return true;\n  },\n  registerKey: function (f, a, d, g) {\n    if (d === undefined) d = KeyEventController.defaultFilter;\n    var b = KeyEventController.getInstance();\n    var c = b.mapKey(f);\n    if (is_empty(b.handlers)) onleaveRegister(b.resetHandlers.bind(b));\n    for (var e = 0; e &lt; c.length; e++) {\n      f = c[e];\n      if (!b.handlers[f] || g) b.handlers[f] = [];\n      b.handlers[f].push({\n        callback: a,\n        filter: d\n      });\n    }\n  },\n  keyCodeMap: {\n    [: [219],\n    ]: [221],\n    `: [192],\n    LEFT: [KEYS.LEFT, 63234],\n    RIGHT: [KEYS.RIGHT, 63235],\n    RETURN: [KEYS.RETURN],\n    TAB: [KEYS.TAB],\n    DOWN: [KEYS.DOWN, 63233],\n    UP: [KEYS.UP, 63232],\n    ESCAPE: [KEYS.ESC],\n    BACKSPACE: [KEYS.BACKSPACE],\n    DELETE: [KEYS.DELETE]\n  }\n});\ncopy_properties(KeyEventController.prototype, {\n  mapKey: function (a) {\n    if (typeof (a) == number) return [48 + a, 96 + a];\n    if (KeyEventController.keyCodeMap[a.toUpperCase()]) return KeyEventController.keyCodeMap[a.toUpperCase()];\n    var b = a.toUpperCase().charCodeAt(0);\n    return [b];\n  },\n  onkeyevent: function (i, c) {\n    c = $E(c);\n    var d = null;\n    var g = this.handlers[c.keyCode];\n    var b, f, a;\n    if (g) for (var h = 0; h &lt; g.length; h++) {\n      b = g[h].callback;\n      f = g[h].filter;\n      try {\n        if (!f || f(c, i)) {\n          var node = null;\n          if (window.Parent &amp;&amp; Parent.byTag &amp;&amp; c.getTarget) node = Parent.byTag(c.getTarget(), a);\n          user_action(node, key, c);\n          a = b(c, i);\n          if (a === false) return Event.kill(c);\n        }\n      } catch (e) {}\n    }\n    return true;\n  },\n  resetHandlers: function () {\n    this.handlers = {};\n  }\n});\n</code></pre>\n<p>This code lets you bind keys to callbacks, and includes more human readable names for common keys. Take for example the usage here:</p>\n<pre><code>KeyEventController.registerKey(ESCAPE, Dialog._handleEscapeKey, a);\n</code></pre>\n<p>The ESCAPE key is registered to make Dialogs go away. <code>handlers</code> is also empty by default, so nothing is going to happen until you use <code>registerKey</code> or append to it manually. Note that this is the only instance of <code>registerKey</code> being called.</p>\n<p>It also has a lot of AJAX utility functions. Cant really send anything to Facebook from your domain anyways because of same origin policy (unless you modified security permissions, but then thats your fault). Same thing with the cookies set.</p>\n<p>Theres also a history manger, but it uses an iFrame so it wont be able to read it from your domain anyways.</p>\n<p>Finally the like button code I found is an iFrame, so it wouldnt need JS includes unless you were using javascript to create the iFrame or something. </p>\n<p>With that in mind I dont see the need for you to include all this.</p>'","b'<p>It looks like this is directly connected to having the Like this functionality on a page. The iframe you use to include the Like button seems to come with a couple of bonus scripts.</p>\n<p>If you ask me, this is another good reason to NOT have Facebook integrated, it appears to be logging keypresses, and that is not cool.</p>'","b'<p>A quick google search doesnt provide alot of answers - its some sort of event tracking script for Facebook, and I saw a tweet and a couple of forum posts where people mentioned disabling it and gaining a speed boost - I <strong>think</strong> you can safely get rid of it, atleast its worth giving it a try.</p>'"
https://stackoverflow.com/questions/48058993/error-unbound-module-in-ocaml,Error: unbound module in OCaml,b'<p>You have several options depending on your needs.</p>\n<p>1) If you want to create a full project for your binary I recommend looking at <a href=http://jbuilder.readthedocs.io/en/latest/ rel=noreferrer>jbuilder</a>. Here is a very nice guide that explains the environment/project configuration step-by-step: <a href=https://adambard.com/blog/getting-started-with-ocaml/ rel=noreferrer>OCaml for the impatient</a>.</p>\n<p>2) Another option is to compile the binary directly as you were trying to do:</p>\n<pre><code>ocamlbuild -pkg lwt -pkg cohttp-lwt-unix my_test1.native\n</code></pre>\n<p>Note that you need to have a file named <code>my_test1.ml</code> to generate the requested <code>my_test1.native</code>.</p>\n<p>3) And finally for quick scripts I find it handy to be able to ask the OCaml interpreter to load the dependencies directly in the source file. Just add the following to the beginning of your file:</p>\n<pre><code>#use topfind;;\n#require lwt;;\n#require cohttp-lwt-unix;;\n</code></pre>\n<p>And then run <code>ocaml my_test1.ml</code>.</p>\n<hr/>\n<p>Hope this helps! :)</p>\n<p>Also looking at the <code>command not found</code> errors you are getting I can suggest to make sure your environment is correctly configured. The Real World OCaml book has a wiki page for that: <a href=https://github.com/realworldocaml/book/wiki/Installation-Instructions rel=noreferrer>https://github.com/realworldocaml/book/wiki/Installation-Instructions</a></p>',"b'<p>Try to compile it like this ...</p>\n<pre><code>ocamlfind ocamlopt -o my_test \\ \n   -linkpkg \\ \n   -package lwt,cohttp,cohttp-lwt-unix \\\n   -thread \n    my_test.ml\n</code></pre>'",
https://stackoverflow.com/questions/6263630/jschexception-algorithm-negotiation-fail,java - JSchException: Algorithm negotiation fail,"b'<p>There are a couple of places that SSH clients and servers try and agree on a common implementation.  Two I know of are encryption and compression.  The server and client produce a list of available options and then the best available option in both lists is chosen.</p>\n<p>If there is no acceptable option in the lists then it fails with the error you got.  Im guessing from the debug output here but it looks like the only server options for encryption are aes256-cbc hmac-md5 none.</p>\n<p>JSch doesnt do hmac-md5 and aes256-cbc is disabled because of your Java policy files.  Two things you could try are...</p>\n<ol>\n<li><p>To increase the available encryption libraries on the server, install unrestricted policy files on your client, enabling aes256-cbc (make sure the message saying it is disabled goes away, those policy files are notoriously easy to install on the wrong JVM) from the site:</p>\n<p>For JDK 1.6: <a href=http://www.oracle.com/technetwork/java/javase/downloads/jce-6-download-429243.html rel=noreferrer>http://www.oracle.com/technetwork/java/javase/downloads/jce-6-download-429243.html</a></p>\n<p>For JDK 1.7: <a href=http://www.oracle.com/technetwork/java/javase/downloads/jce-7-download-432124.html rel=noreferrer>http://www.oracle.com/technetwork/java/javase/downloads/jce-7-download-432124.html</a></p>\n<p>For JDK 1.8: <a href=http://www.oracle.com/technetwork/java/javase/downloads/jce8-download-2133166.html rel=noreferrer>http://www.oracle.com/technetwork/java/javase/downloads/jce8-download-2133166.html</a></p></li>\n<li><p>or try and disable encryption.</p></li>\n</ol>\n<p>The first is ideal if you have access to the server (trust me aes128-cbc is plenty of encryption), but the second is easy enough to quickly test out the theory.</p>'","b'<p>Finally a solution that works without having to make any changes to the server:</p>\n<ol>\n<li><p>Download the latest jsch.jar as Yvan suggests: <a href=http://sourceforge.net/projects/jsch/files/jsch.jar/ rel=noreferrer>http://sourceforge.net/projects/jsch/files/jsch.jar/</a>\njsch-0.1.52.jar works fine</p></li>\n<li><p>Place the downloaded file in your ...\\JetBrains\\PhpStorm 8.0.1\\lib, and remove the existing jsch-file (for PHPStorm 8 its jsch-0.1.50.jar)</p></li>\n<li><p>Restart PHPStorm and it should work</p></li>\n</ol>\n<p>Use the same solution for Webstorm</p>'","b'<p>The complete steps to add the algorithms to the RECEIVING server  (the one you are connecting to). Im assuming this is a Linux server.</p>\n<pre><code>sudo /etc/ssh/sshd_config\n</code></pre>\n<p>Add this to the file (it can be at the end):</p>\n<pre><code>KexAlgorithms curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha1,diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1\n</code></pre>\n<p>Then restart the SSH server:</p>\n<pre><code>sudo service sshd restart\n</code></pre>'"
https://stackoverflow.com/questions/54856374/cannot-edit-in-read-only-editor-vs-code,Cannot edit in read-only editor VS Code,"b'<ol>\n<li>Go to <em>File &gt; Preference &gt; Settings</em> then </li>\n<li>type: <strong><em>run code</em></strong> and scroll down until you see   <strong><em>code-runner: Run in terminal</em></strong>, There will be multiple options called code-runner. In that you can find the option mentioned below.</li>\n<li>just check <em>Whether to run code in integrated terminal</em> and</li>\n<li>restart vscode.</li>\n</ol>\n<p>For Mac users, it is <em>Code &gt; Preference &gt; Settings</em>.</p>'","b'<p>If you cant find where to find code runner as said in Ali NoumSali Traores answer, heres what you got to do:</p>\n<ol>\n<li>Go to extensions (<kbd>Ctrl + Shift + X</kbd>)</li>\n<li>Find code runner and click on the settings icon on bottom right of the code runner</li>\n<li>Click configure extensions settings</li>\n<li>Find <strong>code_runner: Run in terminal</strong></li>\n<li>Check Whether to run code in terminal</li>\n</ol>'","b'<p>You are in the Output tab instead of the Terminal.\nThe output tab is actually only for you to read from.</p>\n<p><a href=https://i.stack.imgur.com/4Rglh.png rel=noreferrer><img alt=enter image description here src=https://i.stack.imgur.com/4Rglh.png/></a></p>\n<p>Press <code>F5</code> to begin <code>Debugging</code> and itll bring you into the Terminal tab.</p>\n<p>The terminal is interactive, so you can read output AND type back.  It is indeed a console prompt/ terminal (hence its name).  </p>\n<p><a href=https://i.stack.imgur.com/6ycOi.png rel=noreferrer><img alt=enter image description here src=https://i.stack.imgur.com/6ycOi.png/></a></p>'"
https://stackoverflow.com/questions/9476665/how-to-change-spinner-text-size-and-text-color,android - How to change spinner text size and text color?,"b'<p>Make a custom XML file for your spinner item.</p>\n<p><strong>spinner_item.xml:</strong></p>\n<p>Give your customized color and size to text in this file.</p>\n<pre><code>&lt;?xml version=1.0 encoding=utf-8?&gt;\n\n&lt;TextView  \n    xmlns:android=http://schemas.android.com/apk/res/android\n    android:layout_width=match_parent \n    android:layout_height=wrap_content\n    android:textSize=20sp\n    android:gravity=left  \n    android:textColor=#FF0000         \n    android:padding=5dip\n    /&gt;\n</code></pre>\n<p>Now use this file to show your spinner items like:</p>\n<pre><code>ArrayAdapter&lt;String&gt; adapter = new ArrayAdapter&lt;String&gt;(this, R.layout.spinner_item,list);\n</code></pre>\n<p>You dont need to set the drop down resource. It will take <code>spinner_item.xml</code> only to show your items in spinner.</p>'","b'<p>Simple and crisp...:</p>\n<pre><code>private OnItemSelectedListener OnCatSpinnerCL = new AdapterView.OnItemSelectedListener() {\n    public void onItemSelected(AdapterView&lt;?&gt; parent, View view, int pos, long id) {\n\n       ((TextView) parent.getChildAt(0)).setTextColor(Color.BLUE);\n       ((TextView) parent.getChildAt(0)).setTextSize(5);\n\n    }\n\n    public void onNothingSelected(AdapterView&lt;?&gt; parent) {\n\n    }\n};\n</code></pre>'","b'<p>If all the spinners may have the same text color for their TextView items, another approach is to use a custom style for spinner dropdown items:</p>\n<p>In <code>res/values/styles.xml</code>:</p>\n<pre><code>&lt;resources&gt;\n    &lt;style name=AppBaseTheme parent=android:Theme.Light&gt;\n    &lt;/style&gt;\n\n    &lt;style name=AppTheme parent=AppBaseTheme&gt;\n        &lt;item name=android:spinnerDropDownItemStyle&gt;@style/mySpinnerItemStyle&lt;/item&gt;\n    &lt;/style&gt;\n\n    &lt;style name=mySpinnerItemStyle parent=@android:style/Widget.Holo.DropDownItem.Spinner&gt;\n        &lt;item name=android:textColor&gt;@color/my_spinner_text_color&lt;/item&gt;\n    &lt;/style&gt;\n&lt;/resources&gt;\n</code></pre>\n<p>And define your custom color in res/values/colors.xml:</p>\n<pre><code>&lt;color name=my_spinner_text_color&gt;#808080&lt;/color&gt;\n</code></pre>'"
