URL,Title,Best_Answer_5,Best_Answer_6,Best_Answer_7
https://stackoverflow.com/questions/13195814/trying-to-git-pull-with-error-cannot-open-git-fetch-head-permission-denied,Trying to git pull with error: cannot open .git/FETCH_HEAD: Permission denied,"<p>Help me please, I am trying to run this in my terminal:</p>

<pre><code>asgard@asgard-A7N8X2-0:~/CollegePortal$ git pull
error: cannot open .git/FETCH_HEAD: Permission denied
</code></pre>

<p>Then I try this one</p>

<pre><code>asgard@asgard-A7N8X2-0:~/CollegePortal$ sudo git pull
Permission denied (publickey).
fatal: The remote end hung up unexpectedly
</code></pre>

<p>Help me, I don't understand this problem.</p>","<p>Help me please, I am trying to run this in my terminal:</p>

<pre><code>asgard@asgard-A7N8X2-0:~/CollegePortal$ git pull
error: cannot open .git/FETCH_HEAD: Permission denied
</code></pre>

<p>Then I try this one</p>

<pre><code>asgard@asgard-A7N8X2-0:~/CollegePortal$ sudo git pull
Permission denied (publickey).
fatal: The remote end hung up unexpectedly
</code></pre>

<p>Help me, I don't understand this problem.</p>","<p>Help me please, I am trying to run this in my terminal:</p>

<pre><code>asgard@asgard-A7N8X2-0:~/CollegePortal$ git pull
error: cannot open .git/FETCH_HEAD: Permission denied
</code></pre>

<p>Then I try this one</p>

<pre><code>asgard@asgard-A7N8X2-0:~/CollegePortal$ sudo git pull
Permission denied (publickey).
fatal: The remote end hung up unexpectedly
</code></pre>

<p>Help me, I don't understand this problem.</p>"
https://stackoverflow.com/questions/7334199/getaddrinfo-failed-what-does-that-mean,"""getaddrinfo failed"", what does that mean?","<pre><code>  File ""C:\Python27\lib\socket.py"", line 224, in meth
    return getattr(self._sock,name)(*args)   gaierror: [Errno 11004]
getaddrinfo failed
</code></pre>

<p>Getting this error when launching the hello world sample from here:</p>

<p><a href=""http://bottlepy.org/docs/dev/"" rel=""noreferrer"">http://bottlepy.org/docs/dev/</a></p>","<pre><code>  File ""C:\Python27\lib\socket.py"", line 224, in meth
    return getattr(self._sock,name)(*args)   gaierror: [Errno 11004]
getaddrinfo failed
</code></pre>

<p>Getting this error when launching the hello world sample from here:</p>

<p><a href=""http://bottlepy.org/docs/dev/"" rel=""noreferrer"">http://bottlepy.org/docs/dev/</a></p>","<pre><code>  File ""C:\Python27\lib\socket.py"", line 224, in meth
    return getattr(self._sock,name)(*args)   gaierror: [Errno 11004]
getaddrinfo failed
</code></pre>

<p>Getting this error when launching the hello world sample from here:</p>

<p><a href=""http://bottlepy.org/docs/dev/"" rel=""noreferrer"">http://bottlepy.org/docs/dev/</a></p>"
https://stackoverflow.com/questions/48342143/how-to-resolve-this-valueerror-only-2-non-keyword-arguments-accepted-sklearn-py,how to resolve this ValueError: only 2 non-keyword arguments accepted sklearn python,"<p>hello i am new to sklearn in python and iam trying to learn it and use this module to predict some numbers based on two features here is the error i am getting:  </p>

<blockquote>
  <p>ValueError: only 2 non-keyword arguments accepted</p>
</blockquote>

<p>and here is my code:</p>

<pre><code>    from sklearn.linear_model import LinearRegression
    import numpy as np

    trainingData = np.array([[861, 16012018], [860, 12012018], [859, 9012018], [858, 5012018], [857, 2012018], [856, 29122017], [855, 26122017], [854, 22122017], [853, 19122017]])
    trainingScores = np.array([11,18,23,33,34,6],[10,19,21,33,34,1], [14,18,22,23,31,6],[16,22,29,31,33,10],[21,24,27,30,31,6],[1,14,15,20,27,7],[1,9,10,11,15,8],[2,9,27,31,35,1],[7,13,18,22,33,2])

    clf = LinearRegression(fit_intercept=True)
    clf.fit(trainingScores,trainingData)

   predictionData = np.array([862, 19012018 ])
   x=clf.predict(predictionData)
   print(x)
</code></pre>","<p>hello i am new to sklearn in python and iam trying to learn it and use this module to predict some numbers based on two features here is the error i am getting:  </p>

<blockquote>
  <p>ValueError: only 2 non-keyword arguments accepted</p>
</blockquote>

<p>and here is my code:</p>

<pre><code>    from sklearn.linear_model import LinearRegression
    import numpy as np

    trainingData = np.array([[861, 16012018], [860, 12012018], [859, 9012018], [858, 5012018], [857, 2012018], [856, 29122017], [855, 26122017], [854, 22122017], [853, 19122017]])
    trainingScores = np.array([11,18,23,33,34,6],[10,19,21,33,34,1], [14,18,22,23,31,6],[16,22,29,31,33,10],[21,24,27,30,31,6],[1,14,15,20,27,7],[1,9,10,11,15,8],[2,9,27,31,35,1],[7,13,18,22,33,2])

    clf = LinearRegression(fit_intercept=True)
    clf.fit(trainingScores,trainingData)

   predictionData = np.array([862, 19012018 ])
   x=clf.predict(predictionData)
   print(x)
</code></pre>",
https://stackoverflow.com/questions/33607188/there-is-no-argument-given-that-corresponds-to-the-required-formal-parameter,,,,
https://stackoverflow.com/questions/6939864/what-is-the-difference-between-section-and-div,What is the difference between <section> and <div>?,<p>What is the difference between <code>&lt;section&gt;</code> and <code>&lt;div&gt;</code> in <code>HTML</code>? <br>Aren't we defining sections in both cases?</p>,<p>What is the difference between <code>&lt;section&gt;</code> and <code>&lt;div&gt;</code> in <code>HTML</code>? <br>Aren't we defining sections in both cases?</p>,<p>What is the difference between <code>&lt;section&gt;</code> and <code>&lt;div&gt;</code> in <code>HTML</code>? <br>Aren't we defining sections in both cases?</p>
https://stackoverflow.com/questions/16554801/class-is-not-abstract-and-does-not-override-error-in-java,Class is not Abstract and does not Override error in Java,"<p>I am getting a compile time error with Java:</p>

<pre><code>MyClass is not abstract and does not override abstract method
onClassicControllerRemovedEvent(
wiiusej.wiiusejevents.wiiuseapievents.ClassicControllerRemovedEvent)
in wiiusejevents.utils.WiimoteListener)
</code></pre>

<p>Here is the class:</p>

<pre><code>import wiiusej.WiiUseApiManager;
import wiiusej.Wiimote;
import wiiusej.wiiusejevents.physicalevents.ExpansionEvent;
import wiiusej.wiiusejevents.physicalevents.IREvent;
import wiiusej.wiiusejevents.physicalevents.MotionSensingEvent;
import wiiusej.wiiusejevents.physicalevents.WiimoteButtonsEvent;
import wiiusej.wiiusejevents.utils.WiimoteListener;
import wiiusej.wiiusejevents.wiiuseapievents.DisconnectionEvent;
import wiiusej.wiiusejevents.wiiuseapievents.NunchukInsertedEvent;
import wiiusej.wiiusejevents.wiiuseapievents.NunchukRemovedEvent;
import wiiusej.wiiusejevents.wiiuseapievents.StatusEvent;


public class MyClass implements WiimoteListener{

    public void onButtonsEvent(WiimoteButtonsEvent arg0) {
        System.out.println(arg0);
        if (arg0.isButtonAPressed()){
            WiiUseApiManager.shutdown();
        }
    }

    public void onIrEvent(IREvent arg0) {
        System.out.println(arg0);
    }

    public void onMotionSensingEvent(MotionSensingEvent arg0) {
        System.out.println(arg0);
    }

    public void onExpansionEvent(ExpansionEvent arg0) {
        System.out.println(arg0);
    }

    public void onStatusEvent(StatusEvent arg0) {
        System.out.println(arg0);
    }

    public void onDisconnectionEvent(DisconnectionEvent arg0) {
        System.out.println(arg0);
    }

    public void onNunchukInsertedEvent(NunchukInsertedEvent arg0) {
        System.out.println(arg0);
    }

    public void onNunchukRemovedEvent(NunchukRemovedEvent arg0) {
        System.out.println(arg0);
    }

    public static void main(String[] args) {
        Wiimote[] wiimotes = WiiUseApiManager.getWiimotes(1, true);
        Wiimote wiimote = wiimotes[0];
        wiimote.activateIRTRacking();
        wiimote.activateMotionSensing();
        wiimote.addWiiMoteEventListeners(new MyClass());
    }
}
</code></pre>

<p>Can I get a better explanation of what this error means?</p>","<p>I am getting a compile time error with Java:</p>

<pre><code>MyClass is not abstract and does not override abstract method
onClassicControllerRemovedEvent(
wiiusej.wiiusejevents.wiiuseapievents.ClassicControllerRemovedEvent)
in wiiusejevents.utils.WiimoteListener)
</code></pre>

<p>Here is the class:</p>

<pre><code>import wiiusej.WiiUseApiManager;
import wiiusej.Wiimote;
import wiiusej.wiiusejevents.physicalevents.ExpansionEvent;
import wiiusej.wiiusejevents.physicalevents.IREvent;
import wiiusej.wiiusejevents.physicalevents.MotionSensingEvent;
import wiiusej.wiiusejevents.physicalevents.WiimoteButtonsEvent;
import wiiusej.wiiusejevents.utils.WiimoteListener;
import wiiusej.wiiusejevents.wiiuseapievents.DisconnectionEvent;
import wiiusej.wiiusejevents.wiiuseapievents.NunchukInsertedEvent;
import wiiusej.wiiusejevents.wiiuseapievents.NunchukRemovedEvent;
import wiiusej.wiiusejevents.wiiuseapievents.StatusEvent;


public class MyClass implements WiimoteListener{

    public void onButtonsEvent(WiimoteButtonsEvent arg0) {
        System.out.println(arg0);
        if (arg0.isButtonAPressed()){
            WiiUseApiManager.shutdown();
        }
    }

    public void onIrEvent(IREvent arg0) {
        System.out.println(arg0);
    }

    public void onMotionSensingEvent(MotionSensingEvent arg0) {
        System.out.println(arg0);
    }

    public void onExpansionEvent(ExpansionEvent arg0) {
        System.out.println(arg0);
    }

    public void onStatusEvent(StatusEvent arg0) {
        System.out.println(arg0);
    }

    public void onDisconnectionEvent(DisconnectionEvent arg0) {
        System.out.println(arg0);
    }

    public void onNunchukInsertedEvent(NunchukInsertedEvent arg0) {
        System.out.println(arg0);
    }

    public void onNunchukRemovedEvent(NunchukRemovedEvent arg0) {
        System.out.println(arg0);
    }

    public static void main(String[] args) {
        Wiimote[] wiimotes = WiiUseApiManager.getWiimotes(1, true);
        Wiimote wiimote = wiimotes[0];
        wiimote.activateIRTRacking();
        wiimote.activateMotionSensing();
        wiimote.addWiiMoteEventListeners(new MyClass());
    }
}
</code></pre>

<p>Can I get a better explanation of what this error means?</p>","<p>I am getting a compile time error with Java:</p>

<pre><code>MyClass is not abstract and does not override abstract method
onClassicControllerRemovedEvent(
wiiusej.wiiusejevents.wiiuseapievents.ClassicControllerRemovedEvent)
in wiiusejevents.utils.WiimoteListener)
</code></pre>

<p>Here is the class:</p>

<pre><code>import wiiusej.WiiUseApiManager;
import wiiusej.Wiimote;
import wiiusej.wiiusejevents.physicalevents.ExpansionEvent;
import wiiusej.wiiusejevents.physicalevents.IREvent;
import wiiusej.wiiusejevents.physicalevents.MotionSensingEvent;
import wiiusej.wiiusejevents.physicalevents.WiimoteButtonsEvent;
import wiiusej.wiiusejevents.utils.WiimoteListener;
import wiiusej.wiiusejevents.wiiuseapievents.DisconnectionEvent;
import wiiusej.wiiusejevents.wiiuseapievents.NunchukInsertedEvent;
import wiiusej.wiiusejevents.wiiuseapievents.NunchukRemovedEvent;
import wiiusej.wiiusejevents.wiiuseapievents.StatusEvent;


public class MyClass implements WiimoteListener{

    public void onButtonsEvent(WiimoteButtonsEvent arg0) {
        System.out.println(arg0);
        if (arg0.isButtonAPressed()){
            WiiUseApiManager.shutdown();
        }
    }

    public void onIrEvent(IREvent arg0) {
        System.out.println(arg0);
    }

    public void onMotionSensingEvent(MotionSensingEvent arg0) {
        System.out.println(arg0);
    }

    public void onExpansionEvent(ExpansionEvent arg0) {
        System.out.println(arg0);
    }

    public void onStatusEvent(StatusEvent arg0) {
        System.out.println(arg0);
    }

    public void onDisconnectionEvent(DisconnectionEvent arg0) {
        System.out.println(arg0);
    }

    public void onNunchukInsertedEvent(NunchukInsertedEvent arg0) {
        System.out.println(arg0);
    }

    public void onNunchukRemovedEvent(NunchukRemovedEvent arg0) {
        System.out.println(arg0);
    }

    public static void main(String[] args) {
        Wiimote[] wiimotes = WiiUseApiManager.getWiimotes(1, true);
        Wiimote wiimote = wiimotes[0];
        wiimote.activateIRTRacking();
        wiimote.activateMotionSensing();
        wiimote.addWiiMoteEventListeners(new MyClass());
    }
}
</code></pre>

<p>Can I get a better explanation of what this error means?</p>"
https://stackoverflow.com/questions/44026548/getting-typeerror-init-missing-1-required-positional-argument-on-delete,Getting TypeError: __init__() missing 1 required positional argument: 'on_delete' when trying to add parent table after child table with entries,"<p>I have two classes in my sqlite database, a parent table named <code>Categorie</code> and the child table called <code>Article</code>. I created first the child table class and addes entries. So first I had this:</p>

<pre><code>class Article(models.Model):
    titre=models.CharField(max_length=100)
    auteur=models.CharField(max_length=42)
    contenu=models.TextField(null=True)
    date=models.DateTimeField(
        auto_now_add=True,
        auto_now=False,
        verbose_name=""Date de parution""
    )

    def __str__(self):
        return self.titre
</code></pre>

<p>And after I have added parent table, and now my <code>models.py</code> looks like this:</p>

<pre><code>from django.db import models

# Create your models here.
class Categorie(models.Model):
    nom = models.CharField(max_length=30)

    def __str__(self):
        return self.nom


class Article(models.Model):
    titre=models.CharField(max_length=100)
    auteur=models.CharField(max_length=42)
    contenu=models.TextField(null=True)
    date=models.DateTimeField(
        auto_now_add=True,
        auto_now=False,
        verbose_name=""Date de parution""
    )
    categorie = models.ForeignKey('Categorie')

    def __str__(self):
        return self.titre
</code></pre>

<p>So when I run <code>python manage.py makemigrations &lt;my_app_name&gt;</code>, I get this error:</p>

<pre><code>Traceback (most recent call last):
  File ""manage.py"", line 15, in &lt;module&gt;
    execute_from_command_line(sys.argv)
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\core\management\__init__.py"", line 354, in execute_from_command_line
    utility.execute()
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\core\management\__init__.py"", line 330, in execute
    django.setup()
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\__init__.py"", line 24, in setup
    apps.populate(settings.INSTALLED_APPS)
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\apps\registry.py"", line 112, in populate
    app_config.import_models()
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\apps\config.py"", line 198, in import_models
    self.models_module = import_module(models_module_name)
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\importlib\__init__.py"", line 126, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
  File ""&lt;frozen importlib._bootstrap&gt;"", line 986, in _gcd_import
  File ""&lt;frozen importlib._bootstrap&gt;"", line 969, in _find_and_load
  File ""&lt;frozen importlib._bootstrap&gt;"", line 958, in _find_and_load_unlocked
  File ""&lt;frozen importlib._bootstrap&gt;"", line 673, in _load_unlocked
  File ""&lt;frozen importlib._bootstrap_external&gt;"", line 665, in exec_module
  File ""&lt;frozen importlib._bootstrap&gt;"", line 222, in _call_with_frames_removed
  File ""C:\Users\lislis\Django\mon_site\blog\models.py"", line 6, in &lt;module&gt;
    class Article(models.Model):
  File ""C:\Users\lislis\Django\mon_site\blog\models.py"", line 16, in Article
    categorie = models.ForeignKey('Categorie')
TypeError: __init__() missing 1 required positional argument: 'on_delete'
</code></pre>

<p>I've seen some similar issues in stackoverflow, but it seems to not be the same problem: <a href=""https://stackoverflow.com/questions/39231476/init-missing-1-required-positional-argument-quantity"">__init__() missing 1 required positional argument: 'quantity'</a></p>","<p>I have two classes in my sqlite database, a parent table named <code>Categorie</code> and the child table called <code>Article</code>. I created first the child table class and addes entries. So first I had this:</p>

<pre><code>class Article(models.Model):
    titre=models.CharField(max_length=100)
    auteur=models.CharField(max_length=42)
    contenu=models.TextField(null=True)
    date=models.DateTimeField(
        auto_now_add=True,
        auto_now=False,
        verbose_name=""Date de parution""
    )

    def __str__(self):
        return self.titre
</code></pre>

<p>And after I have added parent table, and now my <code>models.py</code> looks like this:</p>

<pre><code>from django.db import models

# Create your models here.
class Categorie(models.Model):
    nom = models.CharField(max_length=30)

    def __str__(self):
        return self.nom


class Article(models.Model):
    titre=models.CharField(max_length=100)
    auteur=models.CharField(max_length=42)
    contenu=models.TextField(null=True)
    date=models.DateTimeField(
        auto_now_add=True,
        auto_now=False,
        verbose_name=""Date de parution""
    )
    categorie = models.ForeignKey('Categorie')

    def __str__(self):
        return self.titre
</code></pre>

<p>So when I run <code>python manage.py makemigrations &lt;my_app_name&gt;</code>, I get this error:</p>

<pre><code>Traceback (most recent call last):
  File ""manage.py"", line 15, in &lt;module&gt;
    execute_from_command_line(sys.argv)
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\core\management\__init__.py"", line 354, in execute_from_command_line
    utility.execute()
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\core\management\__init__.py"", line 330, in execute
    django.setup()
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\__init__.py"", line 24, in setup
    apps.populate(settings.INSTALLED_APPS)
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\apps\registry.py"", line 112, in populate
    app_config.import_models()
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\apps\config.py"", line 198, in import_models
    self.models_module = import_module(models_module_name)
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\importlib\__init__.py"", line 126, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
  File ""&lt;frozen importlib._bootstrap&gt;"", line 986, in _gcd_import
  File ""&lt;frozen importlib._bootstrap&gt;"", line 969, in _find_and_load
  File ""&lt;frozen importlib._bootstrap&gt;"", line 958, in _find_and_load_unlocked
  File ""&lt;frozen importlib._bootstrap&gt;"", line 673, in _load_unlocked
  File ""&lt;frozen importlib._bootstrap_external&gt;"", line 665, in exec_module
  File ""&lt;frozen importlib._bootstrap&gt;"", line 222, in _call_with_frames_removed
  File ""C:\Users\lislis\Django\mon_site\blog\models.py"", line 6, in &lt;module&gt;
    class Article(models.Model):
  File ""C:\Users\lislis\Django\mon_site\blog\models.py"", line 16, in Article
    categorie = models.ForeignKey('Categorie')
TypeError: __init__() missing 1 required positional argument: 'on_delete'
</code></pre>

<p>I've seen some similar issues in stackoverflow, but it seems to not be the same problem: <a href=""https://stackoverflow.com/questions/39231476/init-missing-1-required-positional-argument-quantity"">__init__() missing 1 required positional argument: 'quantity'</a></p>","<p>I have two classes in my sqlite database, a parent table named <code>Categorie</code> and the child table called <code>Article</code>. I created first the child table class and addes entries. So first I had this:</p>

<pre><code>class Article(models.Model):
    titre=models.CharField(max_length=100)
    auteur=models.CharField(max_length=42)
    contenu=models.TextField(null=True)
    date=models.DateTimeField(
        auto_now_add=True,
        auto_now=False,
        verbose_name=""Date de parution""
    )

    def __str__(self):
        return self.titre
</code></pre>

<p>And after I have added parent table, and now my <code>models.py</code> looks like this:</p>

<pre><code>from django.db import models

# Create your models here.
class Categorie(models.Model):
    nom = models.CharField(max_length=30)

    def __str__(self):
        return self.nom


class Article(models.Model):
    titre=models.CharField(max_length=100)
    auteur=models.CharField(max_length=42)
    contenu=models.TextField(null=True)
    date=models.DateTimeField(
        auto_now_add=True,
        auto_now=False,
        verbose_name=""Date de parution""
    )
    categorie = models.ForeignKey('Categorie')

    def __str__(self):
        return self.titre
</code></pre>

<p>So when I run <code>python manage.py makemigrations &lt;my_app_name&gt;</code>, I get this error:</p>

<pre><code>Traceback (most recent call last):
  File ""manage.py"", line 15, in &lt;module&gt;
    execute_from_command_line(sys.argv)
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\core\management\__init__.py"", line 354, in execute_from_command_line
    utility.execute()
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\core\management\__init__.py"", line 330, in execute
    django.setup()
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\__init__.py"", line 24, in setup
    apps.populate(settings.INSTALLED_APPS)
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\apps\registry.py"", line 112, in populate
    app_config.import_models()
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\site-packages\django-2.0-py3.5.egg\django\apps\config.py"", line 198, in import_models
    self.models_module = import_module(models_module_name)
  File ""C:\Users\lislis\AppData\Local\Programs\Python\Python35-32\lib\importlib\__init__.py"", line 126, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
  File ""&lt;frozen importlib._bootstrap&gt;"", line 986, in _gcd_import
  File ""&lt;frozen importlib._bootstrap&gt;"", line 969, in _find_and_load
  File ""&lt;frozen importlib._bootstrap&gt;"", line 958, in _find_and_load_unlocked
  File ""&lt;frozen importlib._bootstrap&gt;"", line 673, in _load_unlocked
  File ""&lt;frozen importlib._bootstrap_external&gt;"", line 665, in exec_module
  File ""&lt;frozen importlib._bootstrap&gt;"", line 222, in _call_with_frames_removed
  File ""C:\Users\lislis\Django\mon_site\blog\models.py"", line 6, in &lt;module&gt;
    class Article(models.Model):
  File ""C:\Users\lislis\Django\mon_site\blog\models.py"", line 16, in Article
    categorie = models.ForeignKey('Categorie')
TypeError: __init__() missing 1 required positional argument: 'on_delete'
</code></pre>

<p>I've seen some similar issues in stackoverflow, but it seems to not be the same problem: <a href=""https://stackoverflow.com/questions/39231476/init-missing-1-required-positional-argument-quantity"">__init__() missing 1 required positional argument: 'quantity'</a></p>"
https://stackoverflow.com/questions/11783875/importerror-no-module-named-bs4-beautifulsoup,ImportError: No Module Named bs4 (BeautifulSoup),"<p>I'm working in Python and using Flask. When I run my main Python file on my computer, it works perfectly, but when I activate venv and run the Flask Python file in the terminal, it says that my main Python file has ""No Module Named bs4."" Any comments or advice is greatly appreciated.</p>","<p>I'm working in Python and using Flask. When I run my main Python file on my computer, it works perfectly, but when I activate venv and run the Flask Python file in the terminal, it says that my main Python file has ""No Module Named bs4."" Any comments or advice is greatly appreciated.</p>","<p>I'm working in Python and using Flask. When I run my main Python file on my computer, it works perfectly, but when I activate venv and run the Flask Python file in the terminal, it says that my main Python file has ""No Module Named bs4."" Any comments or advice is greatly appreciated.</p>"
https://stackoverflow.com/questions/25889234/error-unexpected-symbol-input-string-constant-numeric-constant-special-in-my-co,Error: unexpected symbol/input/string constant/numeric constant/SPECIAL in my code,"<p>I received one of these errors.  </p>

<pre><code>Error: unexpected symbol in ""&lt;my code&gt;""    
Error: unexpected input in ""&lt;my code&gt;""
Error: unexpected string constant in ""&lt;my code&gt;""  
Error: unexpected numeric constant in ""&lt;my code&gt;""   
Error: unexpected SPECIAL in ""&lt;my code&gt;""         
Error: unexpected '&lt;some punctuation&gt;' in ""&lt;my code&gt;"" 
Error: unexpected '&lt;reserved word&gt;' in ""&lt;my code&gt;""        
</code></pre>

<p><strong>What does the error mean, and how can I fix it?</strong></p>

<p>Some simple examples that reproduce the errors, and common variants:</p>

<pre><code>a a
## Error: unexpected symbol in ""a a""
a\
## Error: unexpected input in ""a\""
a""""
## Error: unexpected string constant in ""a""""""
""""1
## Error: unexpected numeric constant in """"""1""
%%
## Error: unexpected SPECIAL in ""%%""
,
## Error: unexpected ',' in "",""
=
## Error: unexpected '=' in ""=""
)
## Error: unexpected ')' in "")""
else
## Error: unexpected 'else' in ""else""
</code></pre>","<p>I received one of these errors.  </p>

<pre><code>Error: unexpected symbol in ""&lt;my code&gt;""    
Error: unexpected input in ""&lt;my code&gt;""
Error: unexpected string constant in ""&lt;my code&gt;""  
Error: unexpected numeric constant in ""&lt;my code&gt;""   
Error: unexpected SPECIAL in ""&lt;my code&gt;""         
Error: unexpected '&lt;some punctuation&gt;' in ""&lt;my code&gt;"" 
Error: unexpected '&lt;reserved word&gt;' in ""&lt;my code&gt;""        
</code></pre>

<p><strong>What does the error mean, and how can I fix it?</strong></p>

<p>Some simple examples that reproduce the errors, and common variants:</p>

<pre><code>a a
## Error: unexpected symbol in ""a a""
a\
## Error: unexpected input in ""a\""
a""""
## Error: unexpected string constant in ""a""""""
""""1
## Error: unexpected numeric constant in """"""1""
%%
## Error: unexpected SPECIAL in ""%%""
,
## Error: unexpected ',' in "",""
=
## Error: unexpected '=' in ""=""
)
## Error: unexpected ')' in "")""
else
## Error: unexpected 'else' in ""else""
</code></pre>","<p>I received one of these errors.  </p>

<pre><code>Error: unexpected symbol in ""&lt;my code&gt;""    
Error: unexpected input in ""&lt;my code&gt;""
Error: unexpected string constant in ""&lt;my code&gt;""  
Error: unexpected numeric constant in ""&lt;my code&gt;""   
Error: unexpected SPECIAL in ""&lt;my code&gt;""         
Error: unexpected '&lt;some punctuation&gt;' in ""&lt;my code&gt;"" 
Error: unexpected '&lt;reserved word&gt;' in ""&lt;my code&gt;""        
</code></pre>

<p><strong>What does the error mean, and how can I fix it?</strong></p>

<p>Some simple examples that reproduce the errors, and common variants:</p>

<pre><code>a a
## Error: unexpected symbol in ""a a""
a\
## Error: unexpected input in ""a\""
a""""
## Error: unexpected string constant in ""a""""""
""""1
## Error: unexpected numeric constant in """"""1""
%%
## Error: unexpected SPECIAL in ""%%""
,
## Error: unexpected ',' in "",""
=
## Error: unexpected '=' in ""=""
)
## Error: unexpected ')' in "")""
else
## Error: unexpected 'else' in ""else""
</code></pre>"
https://stackoverflow.com/questions/7788612/c-error-no-match-for-operator,C++ Error: No match for 'operator=',"<p>Having a problem when assigning a value to an array. I have a class I created called <code>Treasury</code>. I created another class called <code>TradingBook</code> which I want to contain a global array of <code>Treasury</code> that can be accessed from all methods in <code>TradingBook</code>. Here is my header files for TradingBook and Treasury:</p>

<pre><code>class Treasury{
public:
    Treasury(SBB_instrument_fields bond);
    Treasury();
    double yieldRate;
    short periods;
};


class TradingBook
{
public:
    TradingBook(const char* yieldCurvePath, const char* bondPath);
    double getBenchmarkYield(short bPeriods) const;
    void quickSort(int arr[], int left, int right, double index[]);

    BaseBond** tradingBook;
    int treasuryCount;
    Treasury* yieldCurve;
    int bondCount;
    void runAnalytics(int i);
};
</code></pre>

<p>And here is my main code where I'm getting the error:</p>

<pre><code>TradingBook::TradingBook(const char* yieldCurvePath, const char* bondPath)
{
    //Loading Yield Curve
    // ...
    yieldCurve = new Treasury[treasuryCount];

    int periods[treasuryCount];
    double yields[treasuryCount];
    for (int i=0; i &lt; treasuryCount; i++)
    {
        yieldCurve[i] = new Treasury(treasuries[i]);
        //^^^^^^^^^^^^^^^^LINE WITH ERROR^^^^^^^^^^^^^^
    }
}
</code></pre>

<p>I am getting the error:</p>

<blockquote>
  <p>No match for <code>'operator='</code> on the line <code>'yieldCurve[i] = new Treasury(treasuries[i]);'</code></p>
</blockquote>

<p>Any advice?</p>","<p>Having a problem when assigning a value to an array. I have a class I created called <code>Treasury</code>. I created another class called <code>TradingBook</code> which I want to contain a global array of <code>Treasury</code> that can be accessed from all methods in <code>TradingBook</code>. Here is my header files for TradingBook and Treasury:</p>

<pre><code>class Treasury{
public:
    Treasury(SBB_instrument_fields bond);
    Treasury();
    double yieldRate;
    short periods;
};


class TradingBook
{
public:
    TradingBook(const char* yieldCurvePath, const char* bondPath);
    double getBenchmarkYield(short bPeriods) const;
    void quickSort(int arr[], int left, int right, double index[]);

    BaseBond** tradingBook;
    int treasuryCount;
    Treasury* yieldCurve;
    int bondCount;
    void runAnalytics(int i);
};
</code></pre>

<p>And here is my main code where I'm getting the error:</p>

<pre><code>TradingBook::TradingBook(const char* yieldCurvePath, const char* bondPath)
{
    //Loading Yield Curve
    // ...
    yieldCurve = new Treasury[treasuryCount];

    int periods[treasuryCount];
    double yields[treasuryCount];
    for (int i=0; i &lt; treasuryCount; i++)
    {
        yieldCurve[i] = new Treasury(treasuries[i]);
        //^^^^^^^^^^^^^^^^LINE WITH ERROR^^^^^^^^^^^^^^
    }
}
</code></pre>

<p>I am getting the error:</p>

<blockquote>
  <p>No match for <code>'operator='</code> on the line <code>'yieldCurve[i] = new Treasury(treasuries[i]);'</code></p>
</blockquote>

<p>Any advice?</p>",
