name,address,town,district,city,state,postal code,telephone,email,remarks
Aditya Sravani Agencies,"D.No.15/144,Chitada Dibba,Mr.RTC Complex",S. Kota,VISAKHAPATNAM,ANANTHAGIRI-AP,ANDHRA PRADESH,535145,919490972436,adityasravaniagencies@gmail.com,"D.No.15/144,Chitada Dibba,Mr.RTC Complex,S. Kota"
Muni Enterprises,"1/11,Sandustreet,Bhakarapeta,Chittoor",,CHITTOOR,BHAKARAPET-AP,ANDHRA PRADESH,517194,9494067878,Hemaprasad626@gmail.com,"1/11,Sandustreet,Bhakarapeta,Chittoor,"
Vijayalakshmi Electricals,"7-44/135, Main Road",Tagarapuvalasa,VISAKHAPATNAM,BHEEMUNIPATNAM-AP,ANDHRA PRADESH,531163,+919441160851,ch.vikram94489@gmail.com,"7-44/135, Main Road,Tagarapuvalasa"
Bhavani Enterprises,"Shop No.1/10,Bathili Road,Karlemma Village",Srikakulam District,SRIKAKULAM,BHAMINI-AP,ANDHRA PRADESH,532455,+919121726196,srchoudharysrchoudhary733@gmail.com,"Shop No.1/10,Bathili Road,Karlemma Village,Srikakulam District"
Rajeshwar Electricals,"26/32, Sri Venkateswara Complex, Nivagam Road,","Kotturu, Srikakulam Dist",SRIKAKULAM,BHAMINI-AP,ANDHRA PRADESH,532455,7013860865,kapuraram9121@gmail.com,"26/32, Sri Venkateswara Complex, Nivagam Road,,Kotturu, Srikakulam Dist"
JK Enterprises,"100-3, Jambuvaripalle, Mbt Road, Bangarupalyem,",Chittoor,CHITTOOR,BANGARUPALEM-AP,ANDHRA PRADESH,517416,7989112147,Kammasunil@gmail.com,"100-3, Jambuvaripalle, Mbt Road, Bangarupalyem,,Chittoor"
JK Enterprises,"100-3, Jambuvaripalle, Mbt Road, Bangarupalyem,",Chittoor,CHITTOOR,BANGARUPALEM-AP,ANDHRA PRADESH,517416,7989112147,Kammasunil@gmail.com,"100-3, Jambuvaripalle, Mbt Road, Bangarupalyem,,Chittoor"
Kumar Electrical And Home Need,P.P.Road,,WEST GODAVARI,BHIMAVARAM-AP,ANDHRA PRADESH,534201,919849154300,pramodjain595@gmail.com,"P.P.Road,"
Kumar Enterprises,D.No:22-2-155,"P. P. Road, Bhimavaram",WEST GODAVARI,BHIMAVARAM-AP,ANDHRA PRADESH,534201,9866228009,pramodjain595@gmail.com,"D.No:22-2-155,P. P. Road, Bhimavaram"
Mahadev Enterprises,"D.No.14-111, Janda Street, Balijipeta Road","OPP Rajavari Fort, Bobbili",VIZIANAGARAM,BOBBILI-AP,ANDHRA PRADESH,535558,919494327250,ganeshramchowdhari@gmail.com,"D.No.14-111, Janda Street, Balijipeta Road,OPP Rajavari Fort, Bobbili"
Venu Electrical Centre,"13-87/B,Main road, Nr.Krishna Talkies",Bobbili,VIZIANAGARAM,BOBBILI-AP,ANDHRA PRADESH,535558,919440105447,sunkarimanikanta447@gmail.com,"13-87/B,Main road, Nr.Krishna Talkies,Bobbili"
Pavanputra Enterprises,"32/39, , Pavan Putra Enterprises,","Main Road, Bobbili, Vizianagaram,",VIZIANAGARAM,BOBBILI-AP,ANDHRA PRADESH,535558,9494773360,Ravi.pavanaputra@gmail.com,"32/39, , Pavan Putra Enterprises,,Main Road, Bobbili, Vizianagaram,"
Mahadev Electricals,"13-13,krishna Theatre Road,bobbili",Vizianagaram,VIZIANAGARAM,BOBBILI-AP,ANDHRA PRADESH,535558,8374925747,Dudaram8374@gmail.com,"13-13,krishna Theatre Road,bobbili,Vizianagaram"
B M R Steel Corporation,"2/20,Main Road, Nuthalapadu",Parchur Mandal,PRAKASAM,CHIRALA-AP,ANDHRA PRADESH,523169,919441045228,harinadhareddy.bmr@gmail.com,"2/20,Main Road, Nuthalapadu,Parchur Mandal"
B M R Steel Corporation,"2/20,Main Road, Nuthalapadu",Parchur Mandal,PRAKASAM,CHIRALA-AP,ANDHRA PRADESH,523169,919441045228,harinadhareddy.bmr@gmail.com,"2/20,Main Road, Nuthalapadu,Parchur Mandal"
Venkata Ramana Electrical Stor,"21-1-95, AR Road, Perala",,PRAKASAM,CHIRALA-AP,ANDHRA PRADESH,523155,+919848211657,suryasite@gmail.com,"21-1-95, AR Road, Perala,"
Lakhsmi Distributors,"20-12-18 Ward No-20,",Brahmasamajamu Road,PRAKASAM,CHIRALA-AP,ANDHRA PRADESH,523155,9959579799,Lakshmidistributoschirala@gmail.com,"20-12-18 Ward No-20,,Brahmasamajamu Road"
Chikkala Satyanarayana Electri,"Motors, D.No.15-243/5, Eluru Road,Nr.Sai Baba Temple",Chintalapudi,WEST GODAVARI,CHINTALAPUDI-AP,ANDHRA PRADESH,534460,+919441886888,chikkalaelectricals@gmail.com,"Motors, D.No.15-243/5, Eluru Road,Nr.Sai Baba Temple,Chintalapudi"
Dhanvi Infrastructures,"1-155, Gonduru , Paderu",Visakhapatnam,VISAKHAPATNAM,CHODAVARAM-AP,ANDHRA PRADESH,531024,6302924426,Mohantalasila@gmail.com,"1-155, Gonduru , Paderu,Visakhapatnam"
Maruthi Enterprises,"D No. 8-161-f, Sathya Sai Nagar",Dharmavaram,ANANTAPUR,DHARMAVARAM-AP,ANDHRA PRADESH,515671,9618002327,Rajasekharnaidu.pr@gmail.com,"D No. 8-161-f, Sathya Sai Nagar,Dharmavaram"
New Shasha Electricals,"Room No.7, Sudharsan Complex, R S Road",Dharmavaram,ANANTAPUR,DHARMAVARAM-AP,ANDHRA PRADESH,515671,919030490017,newshasha80@gmail.com,"Room No.7, Sudharsan Complex, R S Road,Dharmavaram"
Sri Kanipakavinayaka Traders,"7/502-1, Geetha Nagar",,ANANTAPUR,DHARMAVARAM-AP,ANDHRA PRADESH,515671,+919676758801,kvtradersdmm@gmail.com,"7/502-1, Geetha Nagar,"
Anjana Enterprises,"2/532 UP, Shastry Nagar,Y M R Colony",Proddatur,CUDDAPAH,CUDDAPAH-AP,ANDHRA PRADESH,516360,919030788358,karunanjan.reddy8@gmail.com,"2/532 UP, Shastry Nagar,Y M R Colony,Proddatur"
AS Enterprises,"12/142, Gangamma Temple Street",Proddatur,CUDDAPAH,CUDDAPAH-AP,ANDHRA PRADESH,516360,919440531632,spacynayab@gmail.com,"12/142, Gangamma Temple Street,Proddatur"
Kanyaka Enterprises,"18/549, B K Street",,CUDDAPAH,CUDDAPAH-AP,ANDHRA PRADESH,516001,+917013454699,kanyaka1978@gmail.com,"18/549, B K Street,"
Lakshmi Srinivasa Traders,"D.No. 14/14, Alligaig Street, Myduk",,CUDDAPAH,CUDDAPAH-AP,ANDHRA PRADESH,516360,919912901082,slst.13y@gmail.com,"D.No. 14/14, Alligaig Street, Myduk,"
Ramsaa Electrical,"21/435/1,VSM Street",,CUDDAPAH,CUDDAPAH-AP,ANDHRA PRADESH,516001,919000466636,ramsaaelectricalskadapa@gmail.com,"21/435/1,VSM Street,"
Sai Deepthi Electricals,"12/314, Gangamma Temple Street","Proddatur, YSR Distriect",CUDDAPAH,CUDDAPAH-AP,ANDHRA PRADESH,516360,919290304850,saideepthi4850@gmail.com,"12/314, Gangamma Temple Street,Proddatur, YSR Distriect"
Sree Vasavi Enterprises,"12/148, G T Street, Opp. E-Seva",Proddatur,CUDDAPAH,CUDDAPAH-AP,ANDHRA PRADESH,516360,919666661646,vasaviramana69@gmail.com,"12/148, G T Street, Opp. E-Seva,Proddatur"
Mahadev Galaxie,"21/428-1,veera Swamy Mundy Street,kadapa",,CUDDAPAH,CUDDAPAH-AP,ANDHRA PRADESH,516001,9000552544,Jjjigarjagirdar@gmail.com,"21/428-1,veera Swamy Mundy Street,kadapa,"
Sri Saraswathi Electricals,"4 594, 7 Roads,kadapa,ysr District,kadapa",,CUDDAPAH,CUDDAPAH-AP,ANDHRA PRADESH,516001,8978762353,Pothuravi123@gmail.com,"4 594, 7 Roads,kadapa,ysr District,kadapa,"
Bhavishya Enterprises,"Shop No.1, Door No.3-145-1/1","Kadiri Road, Madanapalle",CHITTOOR,CHITTOOR-AP,ANDHRA PRADESH,517325,919492920813,abcsreedharabc@gmail.com,"Shop No.1, Door No.3-145-1/1,Kadiri Road, Madanapalle"
Devatha Paints And Hardwares,"14-2-5-1,Under Ground,  Ctm Road,",,CHITTOOR,CHITTOOR-AP,ANDHRA PRADESH,517325,919848857565,dnshankar@yahoo.com,"14-2-5-1,Under Ground,  Ctm Road,,"
Devatha Paints And Hardwares,"14-2-5-1,Under Ground,  Ctm Road,",,CHITTOOR,CHITTOOR-AP,ANDHRA PRADESH,517325,919848857565,dnshankar@yahoo.com,"14-2-5-1,Under Ground,  Ctm Road,,"
D S Enterprises,"D No.2-250-67,Kidiri Road,Opp.AMC Yard","Neeruguttuvaripalli, Madanapalli",CHITTOOR,CHITTOOR-AP,ANDHRA PRADESH,517325,919848865265,kiran61@yahoo.com,"D No.2-250-67,Kidiri Road,Opp.AMC Yard,Neeruguttuvaripalli, Madanapalli"
Om Sri Vijayalakshmi Agencies,"10316/1, D I Road,",,CHITTOOR,CHITTOOR-AP,ANDHRA PRADESH,517001,9391665255,Srivinayaka787@gmail.com,"10316/1, D I Road,,"
R S Communications,"5-58r-2,apparao Thota",Mandanapalli Chittoor,CHITTOOR,CHITTOOR-AP,ANDHRA PRADESH,517325,9160160165,Kn.raghu9@gmail.com,"5-58r-2,apparao Thota,Mandanapalli Chittoor"
Sri Vinayaka Electricals,"11/483,Church Street",,CHITTOOR,CHITTOOR-AP,ANDHRA PRADESH,517001,919704515551,giri.thanish@gmail.com,"11/483,Church Street,"
Sri Sarveswara Agencies,"11-1-8, Park Centre, Pithapuram",,EAST GODAVARI,EAST GODAVARI-AP,ANDHRA PRADESH,533450,919246633445,srisarveswaraagencies@gmail.com,"11-1-8, Park Centre, Pithapuram,"
Vinayaka Electricals And Gener,"D.No.6-1/12, Main Road",Pithapuram,EAST GODAVARI,EAST GODAVARI-AP,ANDHRA PRADESH,533450,919849055655,Kiranchakka999@gmail.com,"D.No.6-1/12, Main Road,Pithapuram"
Sri Rama Aditya Agencies,"1st Floor, Beside Of Lift, 104-8-126, Near Maseedu","Chaitanya Nagar-2, Hukumpeta,",EAST GODAVARI,EAST GODAVARI-AP,ANDHRA PRADESH,533107,9247760109,Sriramaadityaagencies2021@gmail.com,"1st Floor, Beside Of Lift, 104-8-126, Near Maseedu,Chaitanya Nagar-2, Hukumpeta,"
Sri Bhavani Steel Corporation,"10-142/143, Karampudi Road","High Wayroad, Dachepalli",GUNTUR,DACHEPALLE-AP,ANDHRA PRADESH,522414,919490640027,sribhavanisteels52@gmail.com,"10-142/143, Karampudi Road,High Wayroad, Dachepalli"
Balaji Enterprises,"7-15-21, Pottisriramulu Road, Giddalur",,PRAKASAM,GIDDALUR-AP,ANDHRA PRADESH,523357,7660049225,Akhilapakki@gmail.com,"7-15-21, Pottisriramulu Road, Giddalur,"
Satyavathi Agencies,"4-96, Gopavaram Post, Gopavaram, Musunuru Mandal",,KRISHNA,GUDIVADA-AP,ANDHRA PRADESH,521207,919912536123,nagendraprasad.botla@gmail.com,
Vasavi Traders,"5/107,Old Town, Main Road",,KRISHNA,GUDIVADA-AP,ANDHRA PRADESH,521301,9246947450,sreertraders@gmail.com,"5/107,Old Town, Main Road,"
Jai Bhavani Electricals &Sanit,"Stores, 16/146,147,,vasavi Chowk,tankbund Road,gudivada.",,KRISHNA,GUDIVADA-AP,ANDHRA PRADESH,521301,7013400834,Durgaram.prajapat9@gmail.com,"Stores, 16/146,147,,vasavi Chowk,tankbund Road,gudivada.,"
Kamala Marketing,"10/285, Rajendranagar, 3rd Lane",Gudivada,KRISHNA,GUDIVADA-AP,ANDHRA PRADESH,521301,+918341130999,kamalamarketing5400@gmail.com,"10/285, Rajendranagar, 3rd Lane,Gudivada"
Gayathri Enterprises,"20/79 A7/1,Nr.Berappa Temple,Guntakal",,ANANTAPUR,GUNTAKAL-AP,ANDHRA PRADESH,515801,919985052874,gayathrienterprisesgtl@gmail.com,"20/79 A7/1,Nr.Berappa Temple,Guntakal,"
Gayathri Enterprises,"20/79 A7/1,Nr.Berappa Temple,Guntakal",,ANANTAPUR,GUNTAKAL-AP,ANDHRA PRADESH,515801,919985052874,gayathrienterprisesgtl@gmail.com,"20/79 A7/1,Nr.Berappa Temple,Guntakal,"
Rakshitha Enterprises,"18/55, KNP Complex,",Beside Karur Vysya Bank,ANANTAPUR,GUNTAKAL-AP,ANDHRA PRADESH,515801,919908718454,rakshitha.gtl@gmail.com,"18/55, KNP Complex,,Beside Karur Vysya Bank"
Rakshitha Enterprises,"18/55, KNP Complex,",Beside Karur Vysya Bank,ANANTAPUR,GUNTAKAL-AP,ANDHRA PRADESH,515801,919908718454,rakshitha.gtl@gmail.com,"18/55, KNP Complex,,Beside Karur Vysya Bank"
Jain Electricals,"Behind of Guravaiah College, 6/7, Brodipet",,GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522002,+919440511837,jaingnt@gmail.com,"Behind of Guravaiah College, 6/7, Brodipet,"
Jain Electricals,"Behind of Guravaiah College, 6/7, Brodipet",,GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522002,+919440511837,jaingnt@gmail.com,"Behind of Guravaiah College, 6/7, Brodipet,"
Poornima Electricals,"5-37-211, 4/7 Brodipet",,GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522002,919849504015,poornimagnt@gmail.com,"5-37-211, 4/7 Brodipet,"
Prakash Electricals(Tenali),"Gandhi Chowk, Nehru Road",,GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522201,918644227407,charanrajchunduru@gmail.com,"Gandhi Chowk, Nehru Road,"
Raja Ram Electricals,"23-6-112, Patnam Bazar",,GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522003,9848248028,rajaramelectricals3@gmail.com,"23-6-112, Patnam Bazar,"
Sai Manogna Agencies,"7-9/10,Kakumanuvari Street",Narasaraopet,GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522601,919849352040,kolluruhari1978@gmail.com,"7-9/10,Kakumanuvari Street,Narasaraopet"
Vijaya Lamp House,"14-1-107, Vinukonda Road,",Guntur Dist.,GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522601,+919848817554,vijayalamphouse45@gmail.com,"14-1-107, Vinukonda Road,,Guntur Dist."
Shree Enterprises,"5-86/12,S F 1, 3rd Floor","Kandala Residency,Ist Lane,Lakshmipuram",GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522007,918096955548,shreeenterprises_nk@yahoo.com,"5-86/12,S F 1, 3rd Floor,Kandala Residency,Ist Lane,Lakshmipuram"
Vasavi Enterprises,"1 5-87-40/3, 2nd Floor, Kalanikethan Building, Main Road,",Lakshmipuram,GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522006,9948144338,Vasavient999@gmail.com,"1 5-87-40/3, 2nd Floor, Kalanikethan Building, Main Road,,Lakshmipuram"
Sri Maruthi Traders,"D No 3-23-8, Asst No,1021009645,04th Lane,","Ravindra Nagar, Pattabhipuram",GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522006,7075452345,Srimaruthitraders222@gmail.com,"D No 3-23-8, Asst No,1021009645,04th Lane,,Ravindra Nagar, Pattabhipuram"
Mukesh Electrical,5/25/126,"3rd Lane, 1st Cross Road, Brodipet",GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522002,9703512735,Mukeshelectricals37@gmail.com,"5/25/126,3rd Lane, 1st Cross Road, Brodipet"
Signet Electricals,"Shop No 18, Kubera Towers,","15/1 Lane, Arundelpet",GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522002,8332030303,Signetelectricals19@gmail.com,"Shop No 18, Kubera Towers,,15/1 Lane, Arundelpet"
Mak Vision Lighting,20-25-129,"Behind Lutheran Church, Chinaravuru",GUNTUR,GUNTUR-AP,ANDHRA PRADESH,522201,6304059950,Maks@maksolutions.in,"20-25-129,Behind Lutheran Church, Chinaravuru"
Sai Gopikrishna Agencies,"7/2/142, D B Lane, D L Road Cross",Hindupur,ANANTAPUR,HINDUPUR-AP,ANDHRA PRADESH,515201,919440455602,thathabalaji@gmail.com,"7/2/142, D B Lane, D L Road Cross,Hindupur"
Manvitha Enterprises,"23/16, Palakonda Road,",Nellimarla,VIZIANAGARAM,GURLA-AP,ANDHRA PRADESH,535217,9491696646,Nari.jammu@gmail.com,"23/16, Palakonda Road,,Nellimarla"
Sri Vasavi Electricals,"Gowthamipura Complex, Road No.2, Goothy.",,ANANTAPUR,GOOTY-AP,ANDHRA PRADESH,515401,919848503470,gootybujji@gmail.com,"Gowthamipura Complex, Road No.2, Goothy.,"
Sanju Building Needs,"1/1190/3E,Near Republic ITI","Bypass Road, Ananthapur Road and Distric",ANANTAPUR,KADIRI-AP,ANDHRA PRADESH,515591,919849595957,redra_ind@yahoo.com,"1/1190/3E,Near Republic ITI,Bypass Road, Ananthapur Road and Distric"
S L V Enterprises,"12/49, Narayana Rao Street","Old SBI Behind, Kadiri",ANANTAPUR,KADIRI-AP,ANDHRA PRADESH,515591,919248782587,slventerprises_1999@yahoo.com,"12/49, Narayana Rao Street,Old SBI Behind, Kadiri"
Sree Venkata Sai Surya Agencie,"Ground Floor, 11/173, T. R. Street, Kadiri",Anantapur,ANANTAPUR,KADIRI-AP,ANDHRA PRADESH,515591,9440781949,Sreevenkatasaisuryaagencies@gmail.com,"Ground Floor, 11/173, T. R. Street, Kadiri,Anantapur"
Deluxe Agencies,"1-734-1-b, Bypass Road, Kadiri,","Anantapur, Andhra Pradesh",ANANTAPUR,KADIRI-AP,ANDHRA PRADESH,515591,9885252528,Yahiyakhan@gmail.com,"1-734-1-b, Bypass Road, Kadiri,,Anantapur, Andhra Pradesh"
Sri Venkateswara Electricals,"Police Complex,Banugudi Junction",,EAST GODAVARI,KAKINADA-AP,ANDHRA PRADESH,533003,919849899602,sve.ele@gmail.com,"Police Complex,Banugudi Junction,"
Sri Swamy Electricals And Plum,"D.No.3-18, Shop No.3,Ground Floor","Benda Complex,Sarpavaram Junction",EAST GODAVARI,KAKINADA-AP,ANDHRA PRADESH,533005,919676151515,sriswamy.ele@gmail.com,"D.No.3-18, Shop No.3,Ground Floor,Benda Complex,Sarpavaram Junction"
Sri Sneha Agencies,"37-5-4, Patnala Vari Street",,EAST GODAVARI,KAKINADA-AP,ANDHRA PRADESH,533001,+919951514280,srisnehaagencies@gmail.com,"37-5-4, Patnala Vari Street,"
Santhi,Plot No 2,"Thimmapuram Road,near  Guda Circle",EAST GODAVARI,KAKINADA-AP,ANDHRA PRADESH,533005,9848472628,Santhipvcpipes@gmail.com,"Plot No 2,Thimmapuram Road,near  Guda Circle"
Rajendra Electricals,"37 1 27, Main Road, Gold Market Centre,",Kakinada,EAST GODAVARI,KAKINADA-AP,ANDHRA PRADESH,533001,919848425051,rajendraelectricals4u@gmail.com,"37 1 27, Main Road, Gold Market Centre,,Kakinada"
Hanvika Enterprises,"7-59, Atchapetai Junction, Thimmapuram Village",Kakinada,EAST GODAVARI,KAKINADA-AP,ANDHRA PRADESH,533005,7337557894,Hanvikaenterprises.inquiry@gmail.com,"7-59, Atchapetai Junction, Thimmapuram Village,Kakinada"
Sri Om Sai Electricals And Har,"Shop No.10, T B Road,Mandal Complex",Kalikiri,CHITTOOR,KALIKIRI-AP,ANDHRA PRADESH,517234,+919177868766,harshacnk@gmail.com,"Shop No.10, T B Road,Mandal Complex,Kalikiri"
Costal Aqua Trading,"4-193/2,Gollapalem Village",Kajuluru Mandal,EAST GODAVARI,KAJULURU-AP,ANDHRA PRADESH,533468,916281802449,costal.aqua@gmail.com,"4-193/2,Gollapalem Village,Kajuluru Mandal"
Costal Aqua Trading,"4-193/2,Gollapalem Village",Kajuluru Mandal,EAST GODAVARI,KAJULURU-AP,ANDHRA PRADESH,533468,916281802449,costal.aqua@gmail.com,"4-193/2,Gollapalem Village,Kajuluru Mandal"
Shree Jayam Enterprises,"76/119-D-5-38-F, Near Ballari X Road Mahaveer Nagar Kurnool",Kurnool,KURNOOL,KALLUR-AP,ANDHRA PRADESH,518003,9121941003,Shreejayamenterprises2020@gmail.com,"76/119-D-5-38-F, Near Ballari X Road Mahaveer Nagar Kurnool,Kurnool"
Sri Lakshmi Agencies,"5/911, 912, Kurichedu Road",,PRAKASAM,KANIGIRI-AP,ANDHRA PRADESH,523247,+919849232170,srinukalavakolanu@gmail.com,"5/911, 912, Kurichedu Road,"
A V R Electricals And Sanitary,"D No 8/28/30, Opp Kapila Lodge, Kandukur Road",,PRAKASAM,KANIGIRI-AP,ANDHRA PRADESH,523230,9705619956,krishna.maram1221@gmail/.com,"D No 8/28/30, Opp Kapila Lodge, Kandukur Road,"
Sri Lalitha Traders,"Shop No 050, Municipal Shopping Complex","Kaluvapuvvu Center, Mandapeta",EAST GODAVARI,KAPILESWARAPURAM-AP,ANDHRA PRADESH,533308,9652307636,Srilalithatraders2020@gmail.com,"Shop No 050, Municipal Shopping Complex,Kaluvapuvvu Center, Mandapeta"
Raviteja Sanitary & Electrical,31/4/13 Old Bye Pass Road,Saidulapeta Mandapeta,EAST GODAVARI,KAPILESWARAPURAM-AP,ANDHRA PRADESH,533308,9618880444,Ravimandapeta444@gmail.com,"31/4/13 Old Bye Pass Road,Saidulapeta Mandapeta"
Hemanth Agencies,"1,4/146, Main Road, Elwinepeta,",G L Puram,VIZIANAGARAM,GUMMALAKSHMIPURAM-AP,ANDHRA PRADESH,535523,9441957234,Hemanthagenciesglp@gmail.com,"1,4/146, Main Road, Elwinepeta,,G L Puram"
Sri Shambhavi Agencies,"shop No.4, Raos Complex,Opp.Nawskar Hotel",Tanku Road,NELLORE,KAVALI-AP,ANDHRA PRADESH,524201,+919700515999,chegukirankumar@gmail.com,"shop No.4, Raos Complex,Opp.Nawskar Hotel,Tanku Road"
Sri Shakthi Agencies,"Door Number -10-259a, Kacheri Street",Tekkali,SRIKAKULAM,KOTABOMMALI-AP,ANDHRA PRADESH,532201,9490589189,Srishakthiagenciestkl@gmail.com,"Door Number -10-259a, Kacheri Street,Tekkali"
Sri Vijayalakshmi Agencies,"Shop No 2,1St Floor ,Vsp Road,","Kothavalasa,",VIZIANAGARAM,KOTHAVALASA-AP,ANDHRA PRADESH,535183,919989294535,vijayalakshmiagencies123@gmail.com,"Shop No 2,1St Floor ,Vsp Road,,Kothavalasa,"
Ravi Engineering & Building Ma,"6-13, Vizianagaram Road, Kothavalasa",Vizianagaram Dist,VIZIANAGARAM,KOTHAVALASA-AP,ANDHRA PRADESH,535183,9885373111,Raviengg.rajesh@gmail.com,"6-13, Vizianagaram Road, Kothavalasa,Vizianagaram Dist"
